1672-2779（2018）-24-0135-02,夏旭,二等奖,江苏省中医院耳鼻喉科,少商针刺放血配合耳穴埋籽对急乳蛾疼痛护理的临床效果观察,,王芳
1672-2779（2018）-07-0022-03,李姗,二等奖,河南中医药大学基础医学院,案例教学法结合角色扮演法在病理生理学教学中的应用※,孙洁 王丽 张炅 陈芳 高爱社*,张俊霞
1672-2779（2018）-02-0061-03,张业,二等奖,河南中医药大学方剂学科,中医药美容常用经方及机理探讨*,赵欣纪,张延武
1672-2779（2018）-07-0083-03,王栋,三等奖,河南中医药大学第一附属医院血液肿瘤科,高萍教授治疗慢性再生障碍性贫血的经验总结,赵丹丹* 关徐涛 高萍 王涛,王冰
1672-2779（2018）-12-0110-03,李业伟,二等奖,北京市丰台区蒲黄榆社区卫生服务中心中医科,清脂汤对2型糖尿病合并高脂血症的影响*,毛大鹏,张岩
1672-2779（2018）-15-0030-03,李英帅,二等奖,北京中医药大学中医学院中医体质与生殖医学研究中心,“科研反哺教学”在《中医体质学》课堂教学中的应用,王济 李玲孺 郑燕飞 杨正 侯淑涓,张妍
1672-2779（2018）-18-0152-03,张圣宏,二等奖,上海中医药大学附属龙华医院针灸科,国内针灸治疗鼻窦炎疗效评价方法的应用近况*,张琰彬 赵海音*,张琰彬
1672-2779（2018）-14-0107-03,韩霞,三等奖,北京市朝阳区小红门社区卫生服务中心中医科,加味滋水清肝饮治疗围绝经期绝经后失眠的疗效观察,赵含森*,张洁
1672-2779（2018）-04-0068-03,马桂琴,二等奖,中国中医科学院广安门医院风湿病科,学习冯兴华教授治疗瘀血痹学术思想体会,冯兴华* 何夏秀 刘宏潇,冯兴华
1672-2779（2018）-11-0028-03,王红艳,二等奖,四川护理职业学院学院办公室,我国护理专业中高职衔接一体化课程设置存在问题及对策*,陈劲松*  李燕  陈雨萍 曹俊,张先庚
1672-2779（2018）-19-0046-03,张建峰,二等奖,武警河南省总队医院医务处,基于HIS系统对部队医院进行临床数据管理的SWOT分析,魏从光 朱军 乔守莲 路一平 丁孟霞 李璟 王刚 祁小乐,郑瑞
1672-2779（2018）-17-0045-03,田艳霞,二等奖,河南中医药大学医史文献教研室,《中国医学史》形成性考核方式探讨与实践*,,赵东丽
1672-2779（2018）-23-0012-03,纪怡然,三等奖,齐齐哈尔医学院临床医学专业2016级11班,虚实结合的人体解剖学教学活动对医学生人文素质的影响*,沈雷* 姚立杰 张善强,赵阳
1672-2779（2018）-23-0108-02,黄捷平,二等奖,江西省中西医结合医院消化科,中药离子导入综合治疗胃倾倒综合征疗效观察,杨德平 胡美英,周槐娜
1672-2779（2018）-09-0024-03,张桂菊,二等奖,山东中医药大学第一临床医学院,儿童抽动障碍课堂教学设计*,金喻*  李璇,潘月丽
1672-2779（2018）-19-0039-03,赵文昌,二等奖,广东医科大学药学院,以培养中医药思维为导向的本科中药学类专业建设*,宋丽军,谈文盼
1672-2779（2018）-16-0067-03,张霞,二等奖,北京市朝阳区中医医院内科,合用经方治疗眩晕症举隅,,孟元
1672-2779（2018）-01-0112-02,麻建辉,三等奖,北京首儿李桥儿童医院中医科,自拟温肾清心汤治疗小儿遗尿68例,,于雪飞
1672-2779（2018）-01-0095-02,黄文玲,三等奖,北京中医药大学东方医院妇科,桃红四物汤加失笑散治疗子宫内膜息肉的临床心得,徐彩,魏爱平
1672-2779（2018）-20-0001-03,于晓飞,二等奖,山东省滨州医学院中西医结合学院,以汗出机制为中心梳理《中医诊断学》问汗内容*,王科军 王醊恩 叶蕾*,于京平
1672-2779（2018）-19-0102-02,黄娟,三等奖,南昌市洪都中医院门诊部,蠲痹汤加减治疗膝骨性关节炎的临床疗效,项颖 闵翠兰,张一沛
1672-2779（2018）-13-0142-02,李晓琳,二等奖,中国医科大学附属第一医院心血管内科,中医护理干预心肌梗死患者对便秘及焦虑的影响研究,郝雪然 花宇,兰晶
1672-2779（2018）-04-0044-03,石瑜,二等奖,云南中医学院针灸推拿康复学院,中医院校康复治疗学专业人才培养模式的探索与实践*,王鲽 杨沫 白晓琳 吴志明*,刘自力
1672-2779（2018）-14-0060-03,王娓娓,二等奖,昆明医科大学第二附属医院心内科三病区,医学生临床实习前焦虑状态调查,张雯 张莹 孙林 鲍天昊*,韩剑虹
1672-2779（2018）-01-0001-03,施扬,二等奖,上海中医药大学附属岳阳中西医结合医院神经内科,翻转课堂在中西医结合神经病学临床教学中的应用*,陆玲丹 阮红芬 周印廷 段家峰 陆征宇*,金燕
1672-2779（2018）-15-0143-04,包宇,二等奖,河南中医药大学第一临床医学院,穴位治疗晕动病的现状综述*,石炎萍 王潇凡 侯超峰 杨丽萍* 李改,杨丽萍
1672-2779（2018）-08-0136-03,汪一童,二等奖,中国医科大学附属第一医院泌尿外科,中西医结合治疗泌尿系结石护理方法与体会,, 吴巍巍
1672-2779（2018）-08-0109-02,于文亮,二等奖,本溪市红十字会医院妇科,中西医结合治疗慢性盆腔炎的临床疗效分析,,王丽
1672-2779（2018）-18-0105-03,王莉,二等奖,吉林市人民医院皮肤科,袪白汤联合消白酊治疗白癜风的疗效观察,,张晓琳
1672-2779（2018）-16-0083-04,陈勋善,二等奖,福建中医药大学附属南平人民医院心内科,温心阳养肝血治疗冠心病并失眠症的临床观察※,余天泰*#,叶明华
1672-2779（2018）-14-0136-03,吴金宗,二等奖,福建中医药大学附属康复医院骨伤康复科,灸疗研究进展及新型灸疗仪,方建啟 邓正明 苏丽芳 周梦林 赖梦婷 蔡树河*,连晓文
1672-2779（2018）-17-0119-03,舒光辉,三等奖,江西省玉山县中医院内一科,中西医结合治疗气阴两虚型糖尿病疗效观察,,占志洪
1672-2779（2018）-16-0127-02,杨慧文,二等奖,萍乡市人民医院骨科,针刺配合关节松动术治疗肩周炎的临床疗效探讨,田会军 何 敏 彭炳龙 贾芝和 胡华平 潘伟,文毅英
1672-2779（2018）-15-0048-03,赵琛,二等奖,北京中医药大学研究生院,“慕课”在中医药院校研究生思政课程教学中的应用研究,王良滨 潘彦舒,王红
1672-2779（2018）-20-0104-03,杨戈,二等奖,中国中医科学院广安门医院老年病科,坤泰胶囊对围绝经期轻中度焦虑症患者汉密尔顿焦虑量表因子分的影响,袁一君 张杰* 闫华 王淑丽 田琳,王淑丽
1672-2779（2018）-18-0069-03,刘铭君,三等奖,河北省沧州中西医结合医院中医健康保健中心,读《裴永清医案医话》,,侯献兵
1672-2779（2018）-08-0014-03,肖玉洁,二等奖,湖南中医药大学中西医结合学院,数字化教学在中西医结合内科学教学中的应用,黄立中* 宋炜熙 田莎 曾光 罗银河,李亮
1672-2779（2018）-13-0033-03,陈吉珊,二等奖,广州中医药大学第一附属医院四骨科,三明治教学法在脑卒中教学中的应用,,陈其煌
1672-2779（2018）-22-0081-02,黄婉怡,二等奖,广州医科大学附属第一医院中医科,“慢性咳嗽不明原因病例”干咳的证候特殊性*,潘俊辉*,张佛明
1672-2779（2018）-16-0025-03,肖红丽,二等奖,广州中医药大学第一附属医院皮肤科,湿疹的床边一体化教学设计,眭道顺 李东海,林少健
1672-2779（2018）-24-0010-02,黄毅勇,二等奖,江西中医药大学科技学院,基于微视频的《推拿手法学》教学实践研究*,王立 曾鸿鹄 颜志浪 付芳*,彭胜男
1672-2779（2018）-07-0138-03,朱小燕,三等奖,南昌市洪都中医院针灸科,针灸配合推拿治疗椎动脉型颈椎病效果及对椎动脉血流状态影响,吕明芳 高 洁 胡秀武,万国强
1672-2779（2018）-18-0005-03,周义斌,二等奖,河南中医药大学外语学院,中医药文化传播和中医翻译研究：以中医翻译名家魏迺杰为例*,,张文举
1672-2779（2018）-15-0028-03,张晶晶,二等奖,河南中医药大学第一临床医学院,心内科研究生如何进行“师承”的思考*,朱明军* 李彬,李明
1672-2779（2018）-11-0156-03,姚嘉良,二等奖,河南中医药大学研究生2016级,阳和汤治疗恶性肿瘤的临床应用与实验研究进展,安君君 杨亚琴* 任路平,郭军辉
1672-2779（2018）-08-0034-02,韩永梅,三等奖,河南中医药大学第一附属医院生殖医学科,教学查房在临床带教中的应用,,胡小芳
1672-2779（2018）-06-0032-03,韩永梅,三等奖,河南中医药大学第一附属医院生殖医学科,提高中医院校研究生教育水平的思考,,胡小芳
1672-2779（2018）-09-0045-03,卞晴晴,二等奖,河南中医药大学第一临床医学院,基于现代名老中医经验的感冒病因病机及证素规律研究*,李素云 马锦地 李庆磊 孙曙光 蔡永敏  李路广  李建生,毛静
1672-2779（2018）-23-0035-03,刘少鹏,三等奖,漯河医学高等专科学校护理系,翻转课堂教学模式在《健康评估》课程实施中的问题及对策研究*,邓璐璐 刘淑霞 李伟萍 于静,邓璐璐
1672-2779（2018）-24-0067-03,曹彩云,二等奖,呼和浩特市蒙医中医医院脾胃病科,温启宗自拟二术汤治疗痤疮经验,周改兰 李娜 刘明荣 李晓庆,黄震洲
1672-2779（2018）-14-0041-03,梁媛,二等奖,湖南中医药大学中医基础理论学科,以学生为中心的中医基础理论教学改革探索,聂娅 李定祥,黎鹏程
1672-2779（2018）-11-0030-03,周雯,二等奖,安徽中医药大学中医学院中医临床基础系,中医经典课程在全科医学定向生培养中的突出作用*,,吴元洁
1672-2779（2018）-03-0106-02,田冰冰,三等奖,本溪市第六人民医院皮肤科,“治未病”思想指导慢性肝病护理初探,,靳松
1672-2779（2018）-16-0008-03,张婉瑜,二等奖,广州中医药大学附属深圳平乐骨伤科医院治未病科,PBL带教法在针灸临床实习中的应用*,张婉瑜 靳勇 黄恒璇,蔡少忍
1672-2779（2018）-17-0036-03,钟礼韬,二等奖,广州中医药大学马克思主义学院,喻昌《医门法律》医德思想及其养成,,刘霁堂
1672-2779（2018）-06-0001-03,崔轶凡,二等奖,山西中医药大学教务处,中医学专业选修课课程结构调整的实践与探索*,田岳凤* 李培硕,翟春涛
1672-2779（2018）-19-0132-02,田腊玉,二等奖,九江市妇幼保健院儿内三科,小儿推拿联合穴位贴敷塌渍护理应用于小儿肺炎咳嗽中的效果研究,,封岚岚
1672-2779（2018）-01-0137-02,冷从玉,三等奖,江西省九江市第一人民医院感染科,信息化管理在优质护理服务中的应用效果分析,,陈赛泉
1672-2779（2018）-08-0126-03,袁建,三等奖,江西新余市人民医院疼痛康复科,龙氏正骨推拿治疗椎动脉型颈椎病的疗效观察,,徐冬杨
1672-2779（2018）-20-0125-02,刘皓月,三等奖,新余市人民医院中西医结合科,热敏灸配合补中益气汤治疗胃下垂的疗效观察,,何成华
1672-2779（2018）-03-0007-02,郭亦男,二等奖,长春中医药大学儿科教研室,贯彻以学生为中心的教学理念  提升中医儿科教学质量*,孙丽平*,李香玉
1672-2779（2018）-05-0037-03,贾贫慧,二等奖,吉林农业大学中药材学院,高等农业院校中药学课程教学改革与实践*,阚鸿 祝洪艳 何忠梅 张晶 包海鹰*,马贺
1672-2779（2018）-02-0022-03,马巧亚,二等奖,西安交通大学第二附属医院老年神经内科,老年医学科全科医师规范化培训探讨,李琛 胡春婷 时代音 何娅,王娟
1672-2779（2018）-11-0113-03,张耀庭,二等奖,萍乡市中医院内分泌科,宁甲片联合糖皮质激素治疗亚甲炎回顾性临床疗效分析,杨俊瑶 林家坤,姚晓文
1672-2779（2018）-19-0023-02,徐晶钰,二等奖,第二军医大学长征医院中医科,浅谈西医院校中成药教学的体会,张璇* 孙大志,李勇进
1672-2779（2018）-14-0050-02,王佳辰,二等奖,上海市浦东新区大团社区卫生服务中心中医科,中医补益肝肾法治疗原发性骨质疏松症的临床研究*,严红梅 周庆华 刘秋根 胡文科,俞真旺
1672-2779（2018）-22-0155-04,杨帆平,二等奖,上海中医药大学附属普陀医院药物临床试验机构办公室,咳喘六味合剂及其组成抗哮喘作用研究进展*,奚燕 李国文,张赟赟
1672-2779（2018）-02-0004-03,徐笋晶,二等奖,广州中医药大学伤寒教研室,案例教学法结合Sandwich教学法在《伤寒论》教学中的应用与探讨*,李赛美,李赛美
1672-2779（2018）-17-0088-04,萨喆燕,二等奖,福建省中医药研究院,电针对认知障碍大鼠督脉红外温度的影响※,黄倩茹 潘晓华 万隆 王张颖 许金森*,朱小香
1672-2779（2018）-14-0032-03,胡亮亮,二等奖,上海中医药大学基础医学院,计算机问诊技能训练与考核系统的研究现状与展望※,王蕾 李媛媛 王忆勤 燕海霞*,郭睿
1672-2779（2018）-08-0020-02,梁伟,二等奖,哈尔滨商业大学药学院,慕课在药膳学中的应用与实践,李洁 曲中原*,张翠
1672-2779（2018）-20-0099-03,黎冬梅,二等奖,江西省抚州市第一人民医院新生儿科,茵栀黄口服液治疗足月新生儿黄疸临床观察,,齐文辉
1672-2779（2018）-11-0076-02,程佩,二等奖,江西中医药大学基础医学院,医源于巫：以秦医缓和、扁鹊为中心的考察*,沈秋莲 龚勇军 胡素敏,胡素敏
1672-2779（2018）-03-0120-03,谢红,三等奖,南昌市中西医结合医院预防保健科,穴位压豆联合中频脉冲电治疗脑卒中早期偏瘫,,付莲英
1672-2779（2018）-17-0145-04,徐丽芳,二等奖,江西中医药大学附属医院药学部,补肾活血中药干预多囊卵巢综合征致不孕症的Meta分析*,李鹏*,王兆雷
1672-2779（2018）-16-0093-03,汪明亮,三等奖,江西省九江市中医医院北院急诊科,补阳还五汤治疗气虚血瘀证慢性肾小球肾炎的研究,,刘永芳
1672-2779（2018）-08-0140-02,朱玉梅,三等奖,新余市中医院VIP科室,自制艾条支架行艾灸的临床运用研究,桂小琪 黄梅,陈艳
1672-2779（2018）-21-0115-03,李维科,三等奖,江西省上饶市铅山贻谋向民医院骨科,中西医结合治疗腰椎间盘突出症的临床效果分析,刘圆,刘圆
1672-2779（2018）-24-0113-02,李少华,三等奖,江西省乐安县人民医院妇科,中西医结合治疗更年期功能性子宫出血110例临床观察分析,,刘灿清
1672-2779（2018）-23-0106-02,古润连,三等奖,江西省兴国县中医院妇科,中医疗法在妇科腹腔镜术恶心呕吐患者中的应用,庄玉荣,陈娟
1672-2779（2018）-14-0116-03,余竹平,三等奖,江西省修水县中医院产科,生化汤加减促进剖宫产术后产妇子宫复旧情况的疗效观察,,胡玲俐
1672-2779（2018）-05-0056-03,章茂森,二等奖,江苏省中医院党办,论医学科学精神与人文精神的融合*,余苗* 陶湘云,翟玉祥
1672-2779（2018）-23-0085-03,凌云,二等奖,南京中医药大学基础医学院,半夏泻心汤去滓再煎对糖尿病大鼠糖脂代谢的影响研究*,张洁 赵鸣芳*,孙松娴
1672-2779（2018）-16-0006-03,孙媛,二等奖,浙江医药高等专科学校中药学院,大专院校中药化学课程理论教学体会*,程斌* 阮洪生 周爱珍* 陈宏降,蔡红蝶
1672-2779（2018）-01-0037-03,宋艺君,二等奖,陕西中医药大学药学院,三明治教学法在中药炮制学教学中的应用,吴建华,李景丽
1672-2779（2018）-14-0124-04,刘琛,二等奖,福建中医药大学附属第二人民医院乳腺科,乳消3号合他莫昔芬治疗乳腺增生伴子宫肌瘤的疗效观察,赖珊珊 王晓茹 王惠珍,吴黎雅
1672-2779（2018）-06-0026-03,王世强,三等奖,浙江中医药大学第三临床医学院内科教研室,以问题为导向的“模拟门诊”教学法对提高规培医师接诊能力效果观察,陈素珍 楼黎明 张 弘,黄慧贤
1672-2779（2018）-01-0101-02,钱桂敏,三等奖,浙江医药高等专科学校中药学院,不同干燥方法对铁皮石斛闪式提取物多糖含量的影响,王平 郭峰,阮洪生
1672-2779（2018）-11-0087-03,张付轩,二等奖,扬子江药业集团江苏龙凤堂中药有限公司,青皮枳实枳壳香橼鉴别,卢红委,黄新兰
1672-2779（2018）-22-0048-03,殷鹏程,二等奖,扬子江药业集团江苏龙凤堂中药有限公司,论中药生产企业质量管理中对中药材的供应商管理,卢红委 张付轩,黄新兰
1672-2779（2018）-16-0069-03,卢红委,二等奖,扬子江药业集团江苏龙凤堂中药有限公司,石膏和方解石的鉴定,张付轩,黄新兰
1672-2779（2018）-16-0038-03,祝侠丽,二等奖,河南中医药大学药学院,浅谈药剂专业本科毕业论文设计*,贾永艳 周 宁 田效志*,谢彩侠
1672-2779（2018）-04-0127-02,郭昭昭,三等奖,河南中医药大学针推学院,针推并用治疗颈源性高血压60例临床观察,祁文胜 李熠铜 张世卿#,张世卿
1672-2779（2018）-12-0064-03,马培慧,二等奖,河南中医药大学第二临床医学院,前胡止嗽散改善血清嗜酸粒细胞、呼出气一氧化氮的临床疗效观察,孟泳,李彬
1672-2779（2018）-02-0052-04,刘宇,二等奖,河北中医学院药学院,《血证论》“血上干证”学术思想初探,周雅超 韩 雪 张一昕*,狄玉敏
1672-2779（2018）-18-0100-04,刘青菊,二等奖,河北衡水市第二中医医院妇科,宣上畅中渗下法联合抗生素治疗痰湿质盆腔炎结果分析※,张俊远 孙素华* 李玉华 耿桂青 杨洪娟#,张金生
1672-2779（2018）-24-0070-03,权国昌,二等奖,湖南中医药大学研究生院,吴清明教授从肝论治顽固性失眠的临床经验,刘恋 刘惠君 尹程琳 吴清明*,姚雯
1672-2779（2018）-06-0069-02,王梅生,三等奖,济宁市中医院针灸科,三伏贴治疗慢性支气管炎疗效观察及机理再探讨,,常振森
1672-2779（2018）-02-0108-02,熊浪,三等奖,达州市中西医结合医院呼吸内科,中药浴足对慢性阻塞性肺疾病患者睡眠状态的影响,,杨三春
1672-2779（2018）-02-0027-03,冯蓓蕾,二等奖,上海中医药大学附属上海市中西医结合医院,住院医师规范化培训中医经典教学的实践和思考,舒勤* 陆逸莹,石云
1672-2779（2018）-13-0047-03,刘卓勋,二等奖,广州中医药大学第二临床医学院,中医儿科学青年教师教学能力培养的实践探索*,郑燕霞 许尤佳 杨京华*,吴禹池
1672-2779（2018）-13-0054-04,欧阳帼茵,二等奖,广州中医药大学第二临床医学院,数据挖掘小儿积滞中成药分析许尤佳教授儿为虚寒理论,蔡云 许尤佳*,郭艳玲
1672-2779（2018）-20-0018-03,何敏,二等奖,广州中医药大学第一附属医院检验科,基于科系结合培养模式的医学检验技术专业教学体会,徐舒敏,眭道顺
1672-2779（2018）-13-0128-03,陈智华,二等奖,江西省中西医结合医院护理部,梅花针、拔罐、新癀片药粉外敷联合治疗带状疱疹的临床观察,,芦盛贞
1672-2779（2018）-04-0102-02,徐祖旺,二等奖,九江市中医院骨2科,补肾壮骨膏治疗老年性骨质疏松症84例临床观察,周重刚 余学文 李昌杰 汪洋,张平
1672-2779（2018）-03-0001-03,李勋,二等奖,河南省中医院生殖医学科,生殖男科学临床研究生带教的经验体会,李晖 门波 王祖龙 陈建设 陈翔 张辉 张文博 孙自学*,孙自学
1672-2779（2018）-15-0079-03,屈帅勇,三等奖,河南中医药大学硕士研究生2016级,浅谈恶性肿瘤病因病机之正虚癌毒*,马纯政*,刘亚南
1672-2779（2018）-23-0009-03,赵艺,二等奖,中国医科大学附属第一医院中西医结合科,PBL教学在中医内科学教学中的应用*,李晓晨,袁彩虹
1672-2779（2018）-08-0150-03,张晓宁,二等奖,中国医科大学附属第一医院心血管内科,穴位贴敷疗法联合耳穴埋豆治疗冠心病的综合护理分析,,王岩
1672-2779（2018）-09-0101-03,陈茜,二等奖,辽宁省锦州市妇婴医院药剂科,黄芩经不同方式处理黄芩苷保留量的差异,,薛飞
1672-2779（2018）-04-0094-02,陈茜,二等奖,锦州市妇婴医院中药局,益母草药材中盐酸水苏碱的含量测定,,薛飞
1672-2779（2018）-11-0131-02,刘萍,二等奖,福建中医药大学附属康复医院推拿一科,环境的湿度调控对痰湿阻滞型KOA患者疼痛护理的效果影响研究*,李敏 陈晓锋  曹云 陈水金,曹云
1672-2779（2018）-17-0034-03,张娟,三等奖,山东省费县妇幼保健院妇产科,健康教育在妇女保健中的作用研究,,郑波
1672-2779（2018）-23-0142-03,韩晗,三等奖,枣庄市峄城区中医院护理部,中医康复护理在小儿脑瘫流涎治疗中的应用,,韩虎
1672-2779（2018）-23-0140-02,陈和珍,二等奖,九江市第一人民医院泌尿外科,护患微管理在输尿管皮肤造口延续性护理中的应用性研究*,夏炽 齐滢 吴旭东 李勋钢,黄稳萍
1672-2779（2018）-03-0087-03,李润香,三等奖,南昌市洪都中医院护理部,金黄膏配合玉红粉外敷治疗下肢骨折张力性水疱的临床研究,李颖芳 郑建娣,胡谍燕
1672-2779（2018）-18-0051-02,张丽,二等奖,江苏省苏北人民医院中医科,参苓白术散加味治疗脂肪肝疗效分析,,高慧明
1672-2779（2018）-13-0122-03,李淑琴,三等奖,江西省定南县妇幼保健院眼科,中西医结合治疗翼状胬肉的疗效观察,周忠明 李芸 张丽萍 周利华,陈德伟
1672-2779（2018）-20-0109-03,田歌,二等奖,广西中医药大学第一附属医院眼科,血府逐瘀汤结合针刺治疗外伤性视神经损伤临床研究,黎海平 赵建英 张高炼 韦可聪2 郝小波*,郝小波
1672-2779（2018）-13-0135-02,朱海芳,二等奖,江西省赣州市第三人民医院康复理疗科,针刺穴位贴敷联合药物治疗阿尔茨海默病的临床观察,王春芸 章东元,张志华
1672-2779（2018）-01-0045-02,简维雄,三等奖,湖南中医药大学中医学院,《中医诊断实训》考试模式的构建*,李琳 凌智 梁昊 曾逸笛 杜佳 王建国 刘旺华 胡志希*,李杰
1672-2779（2018）-03-0035-03,孔祥国,二等奖,北京中医药大学人文学院,基于学生视角的中医药院校大学英语教学改革调查研究*,叶青 丁杨*,张春国
1672-2779（2018）-06-0021-02,张楠,三等奖,首都医科大学附属北京中医医院眼科,提高规培生职业价值感的教学体会,杨迎新 孙银屏*,孙银屏
1672-2779（2018）-05-0048-04,唐璐,二等奖,北京中医药大学东直门医院脑病科,结合电子病历模式浅谈规培医师中医内科病历书写的指导体会,高颖*,崔方圆
1672-2779（2018）-18-0124-03,张义军,三等奖,北京市朝阳区金盏第二社区卫生服务中心中医科,捏脊联合艾灸治疗糖尿病胃轻瘫52例临床疗效观察,祁晓磊 王育梅,孙丽
1672-2779（2018）-22-0078-03,田进,三等奖, 北京市监狱管理局中心医院中医科,毫火针治疗唇部单纯疱疹验案两则,曹柏龙*,金健
1672-2779（2018）-05-0008-03,张科卫,二等奖,南京中医药大学药学院,中药学综合实验课程教学的探索与思考*,李林 陆兔林 季德,刘晓
1672-2779（2018）-17-0019-03,高锦飚,二等奖,南京中医药大学教务处,中医本科临床课程一体化教学模式的探索与实践※,徐俊良 黄桂成 韩 旭,陈明
1672-2779（2018）-04-0114-03,王晓红,三等奖,（南京中医药大学附属医院·江苏省中医院皮肤科,中药浸泡联合卡泊三醇软膏治疗老年静止期银屑病临床疗效观察,,高国宇
1672-2779（2018）-22-0031-03,王培珍,二等奖,上海中医药大学附属市中医医院药剂科,上海市静安区25家医疗机构中药饮片管理工作督察现状与分析*,郑赟 吴晓玮*,任世禾
1672-2779（2018）-02-0125-03,叶佩娟,二等奖,上海中医药大学附属曙光医院肿瘤科,足三里穴位贴敷联合穴位按摩内关穴对化疗所致呕吐的临床护理,毛晓芬,季青
1672-2779（2018）-15-0022-03,曾贵刚,二等奖,中国人民解放军海军军医大学附属上海长征医院康复教研室/ 理疗科,军医院校针灸人才培养实践与探讨,彭海东 李峻 赵圣佳 张申*,赵婧
1672-2779（2018）-08-0065-04,张震之,二等奖,天津中医药大学期刊编辑部,《<本草纲目>导读》评介,谢敬,单静怡
1672-2779（2018）-18-0081-03,苏碧莹,二等奖,广东省中西医结合医院中医内科,黄芪桂枝五物汤联合温针灸治疗奥沙利铂神经毒性的临床观察*,黄海福*,谢维宁
1672-2779（2018）-07-0148-03,邝彩梅,二等奖,广东省中医院·广州中医药大学第二临床医学院,应用Roy适应模式护理对PBC患者情绪的影响观察,罗利娟 张秋婷 张素 邓燕妹*,张朝臻
1672-2779（2018）-02-0015-03,杨亚利,二等奖,嘉应学院医学院,药学专业开设《生物工程概论》的课程设置及教学实践※,姚前尹 邹浩元 杨宇辉 张声源*,肖光文
1672-2779（2018）-05-0149-03,杨莉,三等奖,新疆喀什地区第一人民医院重症医学科,参附注射液治疗脓毒症心肌抑制的研究进展*,岳金芳 罗苑苑 林新峰,陈娟
1672-2779（2018）-20-0051-04,刘树林,二等奖,广州中医药大学第一附属医院内分泌科,中医优势病种广东共识——消渴病（2型糖尿病）*,朱章志* 李赛美 刘敏 万晓刚 蔡文就 熊曼琪,罗广波
1672-2779（2018）-12-0126-03,梁巍,二等奖,大庆市中医医院儿科,抗悸1号联合辅酶Q10治疗小儿病毒性心肌炎的效果,徐金星*,陈丽杰
1672-2779（2018）-11-0036-03,麻京豫,二等奖,河南中医药大学第一临床医学院,心内科研究生临床教学查房方法探讨,,李媛
1672-2779（2018）-01-0056-03,单海军,二等奖,河南中医药大学第二临床医学院,中医儿科学试题库建设与应用分析,朱珊* 任玉梅 陈炜 田新磊 袁飞,丁虹
1672-2779（2018）-09-0083-03,王星晨,三等奖,河南中医药大学基础医学院,张磊教授疏利、涤浊法治疗癌症验案二则,马艳敏,代民涛
1672-2779（2018）-09-0093-03,邸家琪,三等奖,河南中医药大学中医儿科硕士研究生2016级,凉血止血和滋补肝肾法治疗紫癜性肾炎,,段凤阳
1672-2779（2018）-04-0151-03,宋晓丹,三等奖,河南中医药大学中西医结合内科研究生,心脏康复在心血管疾病治疗与预防中的进展,赵丹丹* 杜廷海 王幼平,王文娜
1672-2779（2018）-08-0029-03,吕慧慧,三等奖,河南中医药大学基础医学院,虚拟仿真实验系统在预防医学实验教学中的应用,乔漫洁 伍盼盼 李光,裴兰英
1672-2779（2018）-11-0083-02,邓泽坤,三等奖,河南中医药大学第二临床医学院,中西医结合治疗咳嗽变异性哮喘经验探析,孟泳#,李彬
1672-2779（2018）-08-00-03,申琪,二等奖,河南中医药大学第一临床医学院,培养怀疑精神 实现以学生为中心的教育理念,霍勤*,高天雨
1672-2779（2018）-13-0105-03,黄伟慧,二等奖,河南中医药大学第二临床医学院,木香顺气散加减治疗肝气郁滞型咽异感症临床疗效观察,郭丹#,邵丽郡
1672-2779（2018）-15-0141-02,王岩,二等奖,中国医科大学附属第一医院心血管内科,心肌梗死患者护理应用中医护理方法的价值研究,,兰晶
1672-2779（2018）-06-0150-02,范雪,二等奖,中国医科大学附属第一医院妇科,快速康复外科理念的妇科围手术期中医护理应用效果分析,,李霞
1672-2779（2018）-19-0153-02,张博泉,二等奖,中国医科大学附属盛京医院综合急诊,中医护理干预对急性心肌梗死患者不良情绪及SAS评分分析,,郭峰
1672-2779（2018）-03-0126-02,孙颖,二等奖,中国医科大学附属第一医院肾内科,消肿降白汤治疗急性肾炎患者的疗效及护理,,韩莹雯
1672-2779（2018）-09-0150-03,张明利,二等奖,中国医科大学附属第一医院重症医学,"慢阻肺患者治疗中采取""冬病夏治""穴位贴敷及护理",,关丽
1672-2779（2018）-09-0058-02,于洪波,二等奖,辽宁沈阳苏家区中心医院药剂科,中药处方分析在中药调剂中的价值分析,,李卫红
1672-2779（2018）-14-0153-03,宋薇,二等奖,中国医科大学附属第一医院心血管内科,中医护理心力衰竭的临床研究,,曹佳钰
1672-2779（2018）-05-0024-03,田辉,二等奖,辽宁中医药大学针灸推拿学院,《康复评定学》课程教学模式改革与探索,林星星 秦悦 马铁明,隋月皎
1672-2779（2018）-04-0131-02,李双秋,二等奖,沈阳市第五人民医院中医康复科,中医针灸治疗中风后遗症偏瘫临床研究,,吴伟
1672-2779（2018）-19-0134-03,刘玉凤,二等奖,辽宁中医药大学附属第四医院小儿内科,三肺脾肾论治在小儿哮喘治疗中对肺功能、 炎性因子的影响,,赵烨
1672-2779（2018）-05-0041-03,刘畅,二等奖,锦州医科大学药学院,从“慕课”到“微课”-网络视频教学发展的问题及对策*,王祎 李东辉*,孙挺
1672-2779（2018）-04-0080-02,杨娅男,三等奖,营口经济技术开发区中心医院皮肤科·营口市第六人民医院,荨麻疹中医病因病机认识,张东生*,
1672-2779（2018）-03-0102-02,杨娅男,三等奖,营口经济技术开发区中心医院皮肤科,补阳还五汤联合梅花针叩刺及拔罐治疗PHN临床疗效观察,,杨芳
